Driver ID,Name,Age,Gender,Years of Driving Experience,Location,Occupation,Marital Status,Socioeconomic Status,Driver's License,Accident Type,Accident Location,Date,Time,Weather Conditions,Road Conditions,Accident Severity,Average Speed,Traffic Signal Violations,Distracted Driving Frequency,Traffic Violations,Training Programs,Training Hours,Certifications,Vehicle Type,Vehicle Make,Vehicle Model,Vehicle Year,Road Type,Speed Limit,Traffic Signs Present,Road Conditions,Distance Traveled (km),Seatbelt Usage
87,Sania Malik,38,Female,15,Lahore,Engineer,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,9/14/2022,14:00,Sunny,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,2000,Urban,50 km/h,Yes,No Construction Zone,700,Yes
88,Ali Ahmed,34,Male,9,Karachi,Business Owner,Single,Middle Class,Yes,Rear-end Collision,Tariq Road,9/14/2022,10:00,Clear,Dry,Property Damage,60,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,2000,Urban,50 km/h,Yes,No Construction Zone,400,Yes
89,Anam Ali,47,Female,20,Islamabad,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Blue Area,7/18/2022,11:45,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,2000,Urban,50 km/h,Yes,No Construction Zone,800,Yes
90,Bilal Ahmed,33,Male,14,Lahore,Engineer,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,7/18/2022,14:00,Sunny,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,2000,Urban,50 km/h,Yes,No Construction Zone,700,Yes
91,Amna Khan,33,Female,8,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,7/18/2022,17:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
92,Omar Khan,59,Male,30,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Main Boulevard,4/17/2022,8:40,Sunny,Dry,Property Damage,55,1,Moderate,3,Defensive Driving Course,30,Defensive Driving,Sedan,Honda,Accord,1999,Urban,50 km/h,Yes,No Construction Zone,800,Yes
93,Sara Ahmed,43,Female,14,Karachi,Lawyer,Divorced,Upper Class,Yes,Rear-end Collision,Shahrah-e-Faisal,4/17/2022,18:00,Rainy,Wet,Property Damage,50,0,Low,1,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,800,Yes
94,Aamir Ahmed,38,Male,15,Islamabad,Doctor,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,2/14/2022,12:00,Sunny,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
95,Saima Malik,39,Female,15,Lahore,Engineer,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,7/18/2022,14:00,Sunny,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
96,Hasan Ahmed,35,Male,9,Karachi,Business Owner,Single,Middle Class,Yes,Rear-end Collision,Tariq Road,7/18/2022,10:00,Clear,Dry,Property Damage,60,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
97,Aisha Ali,48,Female,19,Islamabad,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Blue Area,11/14/2021,11:45,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
98,Fahad Ahmed,34,Male,14,Lahore,Engineer,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,9/14/2022,14:00,Sunny,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
99,Hafsa Khan,34,Female,7,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,9/14/2022,16:55,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
100,Farhan Ahmed,22,Male,5,Islamabad,Engineer,Single,Upper Middle Class,Yes,Intersection Collision,Blue Area,7/18/2022,12:00,Clear,Dry,Property Damage,50,0,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
101,Nida Hassan,35,Female,12,Karachi,Accountant,Married,Upper Middle Class,Yes,Rear-end Collision,Tariq Road,7/18/2022,9:30,Sunny,Dry,Property Damage,50,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
102,Faraz Ali,42,Male,19,Lahore,Lawyer,Single,Upper Class,Yes,Intersection Collision,Mall Road,7/18/2022,15:45,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
103,Ayesha Malik,29,Female,6,Islamabad,Teacher,Single,Middle Class,Yes,Rear-end Collision,Blue Area,4/17/2022,17:20,Clear,Dry,Property Damage,60,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
104,Kamran Ahmed,36,Male,10,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,4/17/2022,11:00,Sunny,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
105,Zahra Khan,39,Female,15,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,2/14/2022,14:30,Sunny,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
106,Ali Raza,32,Male,8,Islamabad,Business Owner,Single,Middle Class,Yes,Intersection Collision,F-10 Markaz,7/18/2022,16:15,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
107,Sana Ahmed,45,Female,20,Karachi,Teacher,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,7/18/2022,10:45,Clear,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
108,Saad Ali,35,Male,9,Lahore,Engineer,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,11/14/2021,13:30,Sunny,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
109,Amina Khan,33,Female,8,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,11/14/2021,15:55,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
110,Omar Khan,59,Male,30,Lahore,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Main Boulevard,5/15/2021,8:40,Sunny,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
111,Sara Ahmed,43,Female,14,Karachi,Lawyer,Divorced,Upper Class,Yes,Rear-end Collision,Shahrah-e-Faisal,4/20/2021,17:00,Rainy,Wet,Property Damage,50,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
112,Aamir Ahmed,40,Male,18,Islamabad,Doctor,Married,Upper Middle Class,Yes,Intersection Collision,Blue Area,5/15/2021,11:30,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
113,Hina Khan,37,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Rear-end Collision,Mall Road,2/15/2021,14:15,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
114,Usman Ali,41,Male,16,Karachi,Business Owner,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,1/20/2021,9:50,Sunny,Dry,Property Damage,60,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
115,Samina Ahmed,30,Female,7,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,1/20/2021,12:10,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
116,Tariq Khan,61,Male,31,Lahore,Engineer,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,11/15/2020,15:40,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
117,Nazia Malik,39,Female,15,Karachi,Doctor,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,10/20/2020,11:20,Clear,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
118,Imran Ahmed,36,Male,10,Islamabad,Lawyer,Married,Upper Class,Yes,Rear-end Collision,Blue Area,10/20/2020,16:25,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
119,Fatima Khan,34,Female,8,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,8/15/2020,10:30,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
120,Asad Ali,38,Male,18,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,7/20/2020,12:50,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
121,Ayesha Ahmed,31,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,7/20/2020,14:15,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
122,Nadeem Khan,62,Male,32,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,5/15/2020,9:55,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
123,Rukhsar Malik,41,Female,14,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,4/20/2020,16:30,Rainy,Wet,Property Damage,50,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
124,Ahmed Raza,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,4/20/2020,11:50,Clear,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
125,Maryam Khan,35,Female,8,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,2/15/2020,13:40,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
126,Hassan Ali,40,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,1/20/2020,10:20,Sunny,Dry,Property Damage,60,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
127,Saima Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,1/20/2020,14:50,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
128,Farhan Ahmed,63,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,11/15/2019,8:35,Clear,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
129,Saba Ali,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,10/20/2019,11:40,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
130,Imran Hassan,38,Male,10,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,Blue Area,10/20/2019,16:05,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
131,Mahnoor Khan,33,Female,7,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,8/15/2019,10:25,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
132,Waqas Ali,39,Male,17,Karachi,Business Owner,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,7/20/2019,12:45,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
133,Ayesha Ahmed,31,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,7/20/2019,15:20,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
134,Nadeem Khan,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,5/15/2019,9:30,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
135,Rukhsar Malik,41,Female,14,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,4/20/2019,17:20,Rainy,Wet,Property Damage,50,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
136,Ahmed Raza,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,4/20/2019,13:10,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
137,Fatima Khan,34,Female,8,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,2/15/2019,10:50,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
138,Asad Ali,38,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,1/20/2019,12:35,Sunny,Dry,Property Damage,60,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
139,Saima Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,1/20/2019,16:15,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
140,Farhan Ahmed,63,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,11/15/2018,9:40,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
141,Saba Ali,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,10/20/2018,11:30,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
142,Imran Hassan,38,Male,10,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,Blue Area,10/20/2018,14:50,Clear,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
143,Mahnoor Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,8/15/2018,10:20,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
144,Waqas Ali,39,Male,17,Karachi,Business Owner,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,7/20/2018,12:40,Sunny,Dry,Property Damage,60,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
145,Ayesha Ahmed,31,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,7/20/2018,15:30,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
146,Nadeem Khan,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,5/15/2018,9:20,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
147,Rukhsar Malik,41,Female,14,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,4/20/2018,17:45,Rainy,Wet,Property Damage,50,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
148,Ahmed Raza,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,4/20/2018,13:35,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
149,Fatima Khan,34,Female,8,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,2/15/2018,10:15,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
150,Asad Ali,38,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,1/20/2018,12:30,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
151,Saima Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,1/20/2018,16:10,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
152,Farhan Ahmed,63,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,11/15/2017,9:15,Clear,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
153,Saba Ali,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,10/20/2017,11:25,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
154,Imran Hassan,38,Male,10,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,Blue Area,10/20/2017,14:45,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
155,Mahnoor Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,8/15/2017,10:10,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
156,Waqas Ali,39,Male,17,Karachi,Business Owner,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,7/20/2017,12:25,Sunny,Dry,Property Damage,60,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
157,Ayesha Ahmed,31,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,7/20/2017,15:15,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
158,Nadeem Khan,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,5/15/2017,9:10,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
159,Rukhsar Malik,41,Female,14,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,4/20/2017,17:30,Rainy,Wet,Property Damage,50,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
160,Ahmed Raza,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,4/20/2017,13:05,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
161,Fatima Khan,34,Female,8,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,2/15/2017,10:05,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
162,Asad Ali,38,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,1/20/2017,12:20,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
163,Saima Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,1/20/2017,16:05,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
164,Farhan Ahmed,63,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,11/15/2016,9:05,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
165,Saba Ali,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,10/20/2016,11:15,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
166,Imran Hassan,38,Male,10,Islamabad,Engineer,Married,Upper Class,Yes,Rear-end Collision,Blue Area,10/20/2016,14:40,Clear,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
